Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""2s2.2p.(2P*<3/2>).20d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.2336""","=""""","=""0.0003""","=""  80         :    20  2s2.2p.(2P*<3/2>).20d 2[7/2]* ""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).20d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.23416""","=""""","=""0.00004""","=""  80         :    20  2s2.2p.(2P*<3/2>).20d 2[5/2]* ""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).20d""","=""2[3/2]*""","=""1""",3,"=""""","=""11.23422""","=""""","=""0.00005""","=""  76         :    23  2s2.2p.(2P*<3/2>).21s 2[3/2]* ""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).21d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.23725""","=""""","=""0.00009""","=""  80         :    20  2s2.2p.(2P*<3/2>).21d 2[5/2]* ""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).22d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.23991""","=""""","=""0.00010""","=""                                                    ""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).23d""","=""2[7/2]*""","=""3""",7,"=""[""","=""11.24237""","=""]""","=""0.00005""","=""                                                    ""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).24d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.244432""","=""""","=""0.000024""","=""                                                    ""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).25d""","=""2[7/2]*""","=""3""",7,"=""[""","=""11.24633""","=""]""","=""0.00005""","=""                                                    ""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).26d""","=""2[7/2]*""","=""3""",7,"=""[""","=""11.24798""","=""]""","=""0.00005""","=""                                                    ""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).27d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.249448""","=""""","=""0.000024""","=""                                                    ""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).28d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.250807""","=""""","=""0.000024""","=""                                                    ""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).29d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.25204""","=""""","=""0.00004""","=""                                                    ""","=""L20057"""
"=""C II (2s2.2p 2P*<1/2>)""","=""Limit""","=""---""",,"=""""","=""11.2602880""","=""""","=""0.0000011""","=""                                                    ""","=""L20057"""
"=""C II (2s2.2p 2P*<3/2>)""","=""Limit""","=""---""",,"=""""","=""11.2681480""","=""""","=""0.0000011""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).3s""","=""5P""","=""1""",3,"=""""","=""12.83753""","=""""","=""0.00003""","="" 100                                                ""","=""L20057"""
"=""2s.2p2.(4P).3s""","=""5P""","=""2""",5,"=""""","=""12.840090""","=""""","=""0.000012""","="" 100                                                ""","=""L20057"""
"=""2s.2p2.(4P).3s""","=""5P""","=""3""",7,"=""""","=""12.843173""","=""""","=""0.000019""","="" 100                                                ""","=""L20057"""
"=""2s.2p3""","=""1D*""","=""2""",5,"=""[""","=""12.8648""","=""]""","=""0.0024""","=""  95                                                ""","=""L20057"""
"=""2s.2p3""","=""3S*""","=""1""",3,"=""""","=""13.1174190""","=""""","=""0.0000005""","=""  51         :    47  2s.2p2.(4P).3p        3S*     ""","=""L20057"""
"=""2s.2p2.(4P).3p""","=""3D*""","=""1""",3,"=""""","=""14.266""","=""""","=""0.005""","=""  97                                                ""","=""L20057"""
"=""2s.2p2.(4P).3p""","=""3D*""","=""2""",5,"=""""","=""14.267""","=""""","=""0.006""","=""  97                                                ""","=""L20057"""
"=""2s.2p2.(4P).3p""","=""3D*""","=""3""",7,"=""""","=""14.268""","=""""","=""0.007""","=""  97                                                ""","=""L20057"""
"=""2s.2p3""","=""1P*""","=""1""",3,"=""[""","=""14.2841""","=""]""","=""0.0024""","=""  95                                                ""","=""L20057"""
"=""2s.2p2.(4P).4p""","=""3D*""","=""1""",3,"=""""","=""15.43751""","=""""","=""0.00020""","=""  97                                                ""","=""L20057"""
"=""2s.2p2.(4P).4p""","=""3D*""","=""2""",5,"=""""","=""15.44567""","=""""","=""0.00017""","=""  97                                                ""","=""L20057"""
"=""2s.2p2.(4P).4p""","=""3D*""","=""3""",7,"=""""","=""15.45108""","=""""","=""0.00020""","=""  97                                                ""","=""L20057"""
"=""2s.2p2.(4P).5p""","=""3D*""","=""1""",3,"=""""","=""15.89265""","=""""","=""0.00012""","=""  98                                                ""","=""L20057"""
"=""2s.2p2.(4P).5p""","=""3D*""","=""2""",5,"=""""","=""15.90221""","=""""","=""0.00020""","=""  98                                                ""","=""L20057"""
"=""2s.2p2.(4P).5p""","=""3D*""","=""3""",7,"=""""","=""15.90732""","=""""","=""0.00020""","=""  98                                                ""","=""L20057"""
"=""2s.2p2.(4P).6p""","=""3D*""","=""1""",3,"=""""","=""16.12639""","=""""","=""0.00016""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).6p""","=""3D*""","=""3""",7,"=""""","=""16.13719""","=""""","=""0.00021""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).7p""","=""3D*""","=""1""",3,"=""""","=""16.26169""","=""""","=""0.00019""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).7p""","=""3D*""","=""3""",7,"=""""","=""16.26881""","=""""","=""0.00021""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).8p""","=""3D*""","=""1""",3,"=""""","=""16.3454""","=""""","=""0.0003""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).8p""","=""3D*""","=""3""",7,"=""""","=""16.35114""","=""""","=""0.00021""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).9p""","=""3D*""","=""1""",3,"=""""","=""16.39853""","=""""","=""0.00019""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).9p""","=""3D*""","=""3""",7,"=""""","=""16.40627""","=""""","=""0.00021""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).10p""","=""3D*""","=""1""",3,"=""""","=""16.43706""","=""""","=""0.00022""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).10p""","=""3D*""","=""3""",7,"=""""","=""16.44433""","=""""","=""0.00022""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).11p""","=""3D*""","=""1""",3,"=""""","=""16.46565""","=""""","=""0.00022""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).11p""","=""3D*""","=""3""",7,"=""""","=""16.47228""","=""""","=""0.00022""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).12p""","=""3D*""","=""1""",3,"=""""","=""16.48645""","=""""","=""0.00022""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).12p""","=""3D*""","=""3""",7,"=""""","=""16.49286""","=""""","=""0.00022""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).13p""","=""3D*""","=""1""",3,"=""""","=""16.50202""","=""""","=""0.00022""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).13p""","=""3D*""","=""3""",7,"=""""","=""16.50933""","=""""","=""0.00022""","=""                                                    ""","=""L20057"""
"=""2s.2p2.(4P).14p""","=""3D*""","=""3""",7,"=""""","=""16.52164""","=""""","=""0.00022""","=""                                                    ""","=""L20057"""
